PIID,Est. Ultimate Completion Date,Date Signed,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance City Name,Principal Place of Performance State Code,Place of Performance Zip Code,Contractor Name,Street,Vendor City,Vendor State,Zip,DUNS Number,Vendor Phone Number,Effective Date,Action Obligation
GSQ0017NS5097,03/31/2023,03/16/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,BIRMINGHAM,AL,35219-9541,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/03/2017,"$53,847.24"
GSQ0017NS5098,03/31/2023,03/16/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,ATLANTA,GA,30303-1256,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/03/2017,"$70,858.08"
GSQ0017NS5102,03/31/2023,03/16/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,PENSACOLA,FL,32507-0001,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/03/2017,"$436,451.28"
GSQ0017NS5103,03/31/2023,03/16/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,PENSACOLA,FL,32507-0001,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/03/2017,"$283,923.31"
GSQ0017NS5135,03/31/2023,05/15/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,GREENSBORO,NC,27407-0100,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,06/12/2017,"$57,976.92"
GSQ0017NS5139,03/31/2023,05/15/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,GREENSBORO,NC,27407-0100,FRONTIER COMMUNICATIONS CORPORATION,3 HIGH RIDGE PARK,STAMFORD,CT,06905-1337,006918296,(703) 999-2796,03/26/2018,"$560,265.00"
GSQ0017NS5141,03/31/2023,05/11/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,DURHAM,NC,27709-0001,FRONTIER COMMUNICATIONS CORPORATION,3 HIGH RIDGE PARK,STAMFORD,CT,06905-1337,006918296,(703) 999-2796,05/22/2017,"$1,700,202.60"
GSQ0017NS5143,03/31/2023,09/26/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,NASHVILLE,TN,37201-1709,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,10/16/2017,"$427,834.24"
GSQ0017NS5146,03/31/2023,09/26/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,BIRMINGHAM,AL,35219-9541,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,10/16/2017,"$292,188.00"
GSQ0017NS5148,03/30/2023,05/22/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MONTGOMERY,AL,36116-1003,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,05/28/2019,$0.00
GSQ0017NS5242,03/31/2023,09/26/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,BIRMINGHAM,AL,35219-9541,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,10/16/2017,"$123,088.00"
GSQ0017NS5243,03/31/2023,09/27/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,CHARLESTON,SC,29401-2161,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,10/16/2017,"$8,492.74"
GSQ0317DS0036,06/04/2022,06/02/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,FORT BELVOIR,VA,22060-5565,CSRA LLC,3170 FAIRVIEW PARK DR,FALLS CHURCH,VA,22042-4516,043991108,(703) 876-1243,06/05/2017,"$1,971,923.95"
GSQ0317DS0054,09/15/2022,09/14/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,SEASIDE,CA,93955-6771,ENTERPRISE SERVICES LLC,13600 EDS DR A3S-B53,HERNDON,VA,20171-3299,077817617,(571) 326-8005,09/16/2017,"$11,304,596.79"
GSQ0317DS0054,09/15/2022,01/08/2019,541512,COMPUTER SYSTEMS DESIGN SERVICES,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,SEASIDE,CA,93955-6771,PERSPECTA ENTERPRISE SOLUTIONS LLC,13600 EDS DR A3S,HERNDON,VA,20171-3225,077817617,(703) 489-2964,09/16/2017,$0.00
GSQ0417DB0013,06/14/2022,10/06/2017,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,HUNTSVILLE,AL,35898-0001,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1710 SAIC DR,MCLEAN,VA,22102-3702,078883327,(703) 676-5681,10/06/2017,"$716,743.70"
GSQ0417DB0035,12/31/2022,06/30/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,EGLIN AFB,FL,32542-6867,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-4904,006928857,(703) 917-2337,07/01/2017,"$1,837,413.86"
GSQ0417DB0094,09/23/2022,08/29/2017,541330,ENGINEERING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,TAMPA,FL,33621-5101,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-3830,006928857,(703) 377-0667,09/24/2017,"$3,862,960.83"
GSQ0417DB0102,09/05/2022,01/24/2019,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),HUNTSVILLE,AL,35806-2806,"DYNETICS, INC.",1002 EXPLORER BLVD,HUNTSVILLE,OH,35806-2806,075458455,(256) 964-4222,09/06/2017,"$1,874,411.76"
GSQ0517BM0129,03/06/2022,06/14/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION,SCOTT AFB,IL,62225-6014,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-4904,006928857,(703) 917-2337,07/07/2017,"$902,479.60"
GSQ0617BN0004,04/26/2022,04/14/2017,541219,OTHER ACCOUNTING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,FORT BRAGG,NC,28310-7410,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-3830,006928857,(703) 377-0667,04/27/2017,"$3,789,526.86"
GSQ0717BG0005,01/04/2022,12/05/2017,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,D306,IT AND TELECOM- SYSTEMS ANALYSIS,CORPUS CHRISTI,TX,78419-5003,DYNCORP INTERNATIONAL LLC,6500 WEST FWY STE 600,FORT WORTH,TX,76116-2167,608461898,,01/05/2017,"$789,006.94"
GSQ0717BG0052,09/29/2022,09/08/2017,541330,ENGINEERING SERVICES,R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,,,,"URS FEDERAL SERVICES, INC.",20501 SENECA MEADOWS PKWY STE 300,GERMANTOWN,,20876-7019,961530545,(301) 944-3100,09/30/2017,"$4,503,543.00"
GSQ0717BG0052,09/29/2022,02/22/2019,541330,ENGINEERING SERVICES,R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,,,00007-8226,"AECOM MANAGEMENT SERVICES, INC.",20501 SENECA MEADOWS PKWY STE 300,GERMANTOWN,MD,20876-7019,961530545,(757) 306-6741,09/30/2017,"-$3,614,706.56"
GSQ0717BG0069,09/29/2022,09/29/2017,541219,OTHER ACCOUNTING SERVICES,Q999,MEDICAL- OTHER,SAN ANTONIO,TX,78226-1709,ENGILITY CORPORATION,35 NEW ENGLAND BUSINESS CTR DR STE 200,ANDOVER,MA,01810-1071,069341972,(703) 984-5052,09/30/2017,$104.00
GSQ0917BH0051,08/09/2022,01/03/2018,541512,COMPUTER SYSTEMS DESIGN SERVICES,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,ARLINGTON,VA,22203-1551,INTERNATIONAL BUSINESS MACHINES CORPORATION,6710 ROCKLEDGE DR,BETHESDA,MD,20817-1826,835130485,(800) 333-6705,08/10/2017,"$1,049,513.41"
GSQ0917BH0086,09/27/2022,09/26/2017,517410,SATELLITE TELECOMMUNICATIONS,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,,,96205-0010,"SES GOVERNMENT SOLUTIONS, INC.",11790 SUNRISE VALLEY DR STE 300,RESTON,VA,20191-1440,039274332,(703) 610-0941,09/28/2017,"$775,458.00"
GSQ0917BH0089,06/30/2022,09/26/2017,517410,SATELLITE TELECOMMUNICATIONS,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,CO SPRINGS,CO,80920-1058,"SES GOVERNMENT SOLUTIONS, INC.",11790 SUNRISE VALLEY DR STE 300,RESTON,VA,20191-1440,039274332,(703) 610-0941,09/28/2017,"$3,511,327.45"
GSQ1017EC0005,06/08/2022,06/19/2017,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,VIENNA,VA,22182-3900,C2 TECHNOLOGIES INC,1921 GALLOWS RD STE 1000,VIENNA,VA,22182-3900,807021241,(703) 261-7371,06/19/2017,"$195,612.33"
GSQ1017EC0010,09/14/2022,09/15/2017,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U014,EDUCATION/TRAINING- SECURITY,QUANTICO,VA,22134-2253,"CARNEY, INC.",100 N PITT ST STE 240,ALEXANDRIA,VA,22314-3141,869205930,(703) 956-5186,09/15/2017,"$3,732,241.61"
GSQ1017EC0025,09/26/2022,09/27/2017,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U014,EDUCATION/TRAINING- SECURITY,QUANTICO,VA,22134-2253,C2 TECHNOLOGIES INC,1921 GALLOWS RD STE 1000,VIENNA,VA,22182-3900,807021241,(703) 261-7371,09/27/2017,"$1,634,129.26"
GSQ1117BJ0025,06/05/2022,06/06/2017,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R710,SUPPORT- MANAGEMENT: FINANCIAL,WASHINGTON,DC,20024-4500,PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP,1800 TYSONS BLVD 6TH FL,MCLEAN,VA,22102-4257,079529872,(202) 320-2397,06/06/2017,"$5,612,195.53"
GSQ1117BJ0025,06/05/2022,05/16/2019,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R710,SUPPORT- MANAGEMENT: FINANCIAL,WASHINGTON,DC,20410-0002,GUIDEHOUSE LLP,1800 TYSONS BLVD FL 7,MCLEAN,VA,22102-4257,079529872,(703) 656-6880,06/06/2017,$0.00
GSQ1117BJ0043,08/31/2022,10/04/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,WASHINGTON,DC,20202-0005,DELOITTE CONSULTING LLP,1919 N LYNN ST,ARLINGTON,VA,22209-1742,019121586,(571) 858-0176,09/01/2017,$0.00
GSQ1117BJ0049,09/22/2022,09/22/2017,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,HUNTSVILLE,AL,35806-2842,"LEIDOS, INC.",11951 FREEDOM DR,RESTON,VA,20190-5640,054781240,(571) 526-7028,09/23/2017,"$1,534,708.73"
GSQ4017SJ0036,03/01/2022,03/02/2017,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,HUNTSVILLE,AL,35898-0002,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-3830,006928857,(703) 377-0667,03/02/2017,"$857,037.99"
GST0213CJ0007,02/22/2023,12/19/2017,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R799,SUPPORT- MANAGEMENT: OTHER,AUSTIN,TX,78772-0001,INTERNATIONAL BUSINESS MACHINES CORPORATION,6710 ROCKLEDGE DR,BETHESDA,MD,20817-1826,835130485,,12/31/2012,$0.00
GST0415BF1662,03/30/2023,04/28/2015,517110,WIRED TELECOMMUNICATIONS CARRIERS,D306,IT AND TELECOM- SYSTEMS ANALYSIS,CLARKSVILLE,TN,37043-0037,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,05/15/2015,"$12,866.40"
GST0416BF1724,03/31/2023,09/08/2016,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,GULFPORT,MS,39503-0209,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,09/26/2017,"$135,375.12"
GST0416BF1729,03/31/2023,09/13/2016,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MOBILE,AL,36605-9603,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,09/30/2016,"$51,191.04"
GST0416BF1743,03/31/2023,09/22/2016,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,NASHVILLE,TN,37203-0001,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,09/30/2016,"$15,532.20"
GST0416BF1744,03/31/2023,09/22/2016,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,KNOXVILLE,TN,37901-0002,FRONTIER COMMUNICATIONS CORPORATION,3 HIGH RIDGE PARK,STAMFORD,CT,06905-1337,006918296,(703) 999-2796,09/30/2016,"$5,383.20"
GST0416BF1751,03/31/2023,09/22/2016,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,ATLANTA,GA,30303-0002,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,09/30/2016,"$374,667.84"
47PA0118F0009,02/01/2023,02/02/2018,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,WASHINGTON,DC,20405-0001,LOGISTICS MANAGEMENT INSTITUTE,7940 JONES BRANCH DRIVE,MC LEAN,VA,22102-3381,053385738,(703) 917-7176,02/02/2018,"$86,614.89"
47PA0118F0054,08/07/2023,08/07/2018,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,WASHINGTON,DC,20405-0001,ALTUS GROUP U.S. INC.,902 PLAZA 2 9 FL HARBORSIDE FINANC,JERSEY CITY,NJ,00000-7311,043963675,(410) 568-0757,08/08/2018,"$287,592.75"
47PA0119F0014,04/19/2024,04/11/2019,443120,COMPUTER AND SOFTWARE STORES,7030,INFORMATION TECHNOLOGY SOFTWARE,WASHINGTON,DC,20405-0001,"IMMIXTECHNOLOGY, INC.",8444 WESTPARK DR STE 200,MCLEAN,VA,22102-5112,098692374,(703) 752-0640,04/20/2019,"$212,818.00"
47PA0319F0076,12/31/2022,07/15/2019,541310,ARCHITECTURAL SERVICES,C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",MINNEAPOLIS,MN,55401-2338,"HAMMEL, GREEN AND ABRAHAMSON, INC.",420 N 5TH ST STE 100,MINNEAPOLIS,MN,55401-2338,058319922,(612) 758-4543,07/15/2019,"$1,244,760.09"
47PA0518F0002,09/30/2023,10/17/2017,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,WASHINGTON,DC,20004-1225,"SAVILLS STUDLEY, INC.",1201 F ST NW STE 500,WASHINGTON,DC,20004-1225,626949481,(202) 628-6000,10/17/2017,$0.00
47PA0518F0117,02/01/2022,03/13/2018,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,WASHINGTON,DC,20001-4516,"CBRE, INC",750 9TH ST NW STE 900,WASHINGTON,DC,20001-4516,039839683,(805) 879-9925,03/28/2018,$0.00
47PA0518F0154,02/18/2022,04/05/2018,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,GREENWOOD VILLAGE,CO,80111-2985,"DTZ AMERICAS, INC.",77 W WACKER DR STE 1800,CHICAGO,IL,60601-1604,155141419,(202) 280-6980,04/05/2018,$0.00
47PA0518F0156,01/31/2022,04/09/2018,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,WASHINGTON,DC,20006-4044,"JONES LANG LASALLE AMERICAS, INC.",1801 K ST NW STE 1000,WASHINGTON,DC,20006-4044,132075388,(202) 719-5613,04/09/2018,$0.00
47PA0518F0162,02/28/2023,04/12/2018,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,MC LEAN,VA,22102-2944,"CBRE, INC",750 9TH ST NW STE 900,WASHINGTON,DC,20001-4516,039839683,(805) 879-9925,04/13/2018,$0.00
47PA0518F0308,06/30/2023,07/12/2018,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,GREENWOOD VILLAGE,CO,80111-2985,"DTZ AMERICAS, INC.",77 W WACKER DR STE 1800,CHICAGO,IL,60601-1604,155141419,(202) 280-6980,07/12/2018,$0.00
47PB0018F0048,09/30/2022,09/20/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,BOSTON,MA,02222-1000,"DIRECT ENERGY BUSINESS MARKETING, LLC",194 S WOOD AVE 2ND FL,ISELIN,NJ,08830-2710,078790103,(732) 750-6888,10/01/2018,"$227,723.00"
47PB0018F0049,09/30/2022,09/21/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,PROVIDENCE,RI,02901-0356,"DIRECT ENERGY BUSINESS MARKETING, LLC",194 S WOOD AVE 2ND FL,ISELIN,NJ,08830-2710,078790103,(732) 750-6888,10/01/2018,"$47,407.00"
47PB0018F0056,09/30/2022,09/25/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,CHICOPEE,MA,01020-1001,"DIRECT ENERGY BUSINESS MARKETING, LLC",194 S WOOD AVE 2ND FL,ISELIN,NJ,08830-2710,078790103,(732) 750-6888,10/01/2018,"$51,967.00"
47PC0218F0016,08/01/2022,11/29/2017,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S111,UTILITIES- GAS,STATEN ISLAND,NY,10301-1989,"NATIONAL GRID USA SERVICE COMPANY, INC.",40 SYLVAN RD,WALTHAM,MA,02451-1120,006952840,(781) 907-1614,11/01/2017,"$11,544.00"
47PC0218F0017,08/01/2022,11/29/2017,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,STATEN ISLAND,NY,10301-1989,"CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",4 IRVING PL,NEW YORK,NY,10003-3598,006982359,(914) 925-6196,11/01/2017,"$52,704.00"
47PC0318F0052,08/15/2022,08/20/2018,541310,ARCHITECTURAL SERVICES,C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",NEW YORK,NY,10278-0500,"PERKINS EASTMAN ARCHITECTS, D.P.C.",115 5TH AVE FL 3,NEW YORK,NY,10003-1004,098344708,(646) 358-8760,08/21/2018,"$3,196,922.90"
47PC0318F0054,12/30/2022,08/21/2018,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,NEW YORK,NY,10278-0500,SKANSKA USA BUILDING INC.,350 5TH AVE FL 32,NEW YORK,NY,10118-3290,148388122,(917) 438-4518,08/21/2018,"$134,611.28"
47PC0319C0002,12/15/2022,02/01/2019,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1AA,CONSTRUCTION OF OFFICE BUILDINGS,NEW YORK,NY,10278-0500,VOLMAR CONSTRUCTION INC.,4400 2ND AVE,BROOKLYN,NY,11232-4213,197970593,(718) 832-2444,02/01/2019,"$495,000.00"
47PC1018F0019,08/01/2027,03/27/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,UTICA,NY,13501-1000,"NATIONAL GRID USA SERVICE COMPANY, INC.",40 SYLVAN RD,WALTHAM,MA,02451-1120,006952840,(781) 907-1614,03/27/2018,"$26,496.00"
47PC1018F0021,01/22/2022,04/11/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S111,UTILITIES- GAS,JAMAICA,NY,11430-0001,"NATIONAL GRID USA SERVICE COMPANY, INC.",40 SYLVAN RD,WALTHAM,MA,02451-1120,006952840,(781) 907-1614,04/11/2018,"$2,556.00"
47PC1018F0028,10/14/2022,05/31/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S111,UTILITIES- GAS,WATERTOWN,NY,13601-2309,"NATIONAL GRID USA SERVICE COMPANY, INC.",40 SYLVAN RD,WALTHAM,MA,02451-1120,006952840,(781) 907-1614,05/16/2018,"$8,748.00"
47PC1018F0036,10/31/2022,07/19/2018,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,BROOKLYN,NY,11231-1363,"CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",4 IRVING PL,NEW YORK,NY,10003-3598,006982359,(914) 925-6196,10/01/2018,"$21,360.00"
47PC1019F0012,05/31/2022,04/17/2019,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,ALEXANDRIA BAY,NY,13607-1330,"CONSTELLATION NEWENERGY, INC.",1310 POINT ST FL 8,BALTIMORE,MD,21231-3380,879723468,(667) 313-1940,05/01/2019,"$46,804.00"
47PC1019F0013,05/31/2022,04/23/2019,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,BUFFALO,NY,14227-1000,DIRECT ENERGY BUSINESS LLC,1001 LIBERTY AVE STE 1200,PITTSBURGH,PA,15222-1423,800770810,(732) 516-3251,05/01/2019,"$73,968.00"
47PC1019F0014,05/31/2022,04/23/2019,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,BUFFALO,NY,14202-3334,"CONSTELLATION NEWENERGY, INC.",1310 POINT ST FL 8,BALTIMORE,MD,21231-3380,879723468,(667) 313-1940,05/01/2019,"$36,912.00"
47PC1019F0015,05/01/2022,05/16/2019,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,JAMAICA,NY,11433-1001,DIRECT ENERGY BUSINESS LLC,1001 LIBERTY AVE STE 1200,PITTSBURGH,PA,15222-1423,800770810,(732) 516-3251,05/01/2019,"$694,272.00"
47PD0118C0021,08/31/2022,09/17/2018,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,PHILADELPHIA,PA,19123-2924,"BANNEKER VENTURES, LLC",1738 ELTON RD #215,SILVER SPRING,MD,20903-5732,007820106,(301) 408-0800,09/17/2018,"$4,909,806.10"
47PD0118F0052,08/31/2023,06/25/2018,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,R499,SUPPORT- PROFESSIONAL: OTHER,BALTIMORE,MD,21235-6401,"HEERY INTERNATIONAL, INC.",1880 JOHN F KENNEDY BLVD STE 1301,PHILADELPHIA,PA,19103-7411,057202277,(215) 564-9977,06/25/2018,"$2,512,006.00"
47PD0119F0021,12/23/2022,04/22/2019,541310,ARCHITECTURAL SERVICES,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,MINNEAPOLIS,MN,55401-1001,"HAMMEL, GREEN AND ABRAHAMSON, INC.",420 N 5TH ST STE 100,MINNEAPOLIS,MN,55401-2338,058319922,(612) 758-4543,04/22/2019,"$3,453,476.59"
47PD0318F0001,11/30/2027,10/26/2017,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,GREENBELT,MD,20770-4060,POTOMAC ELECTRIC POWER COMPANY,701 9TH ST NW,WASHINGTON,DC,20068-0001,006920284,(202) 872-2052,10/26/2017,"$4,080,000.00"
47PD0318F0002,11/30/2027,10/27/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,GREENBELT,MD,20770-4060,WASHINGTON GAS LIGHT COMPANY,101 CONSTITUTION AVE NW,WASHINGTON,DC,20080-2133,006920607,(703) 750-5860,10/27/2017,"$660,000.00"
